609,1045,1,1993
1207,1035,1,1993
4369,1166,1,1988
2703,1348,2,1992
3828,1101,1,1987
4377,199,1,1984
3115,439,1,1984
2489,239,1,1990
4711,271,1,1994
4369,564,1,1988
3828,523,1,1987
5029,166,1,1995
1735,282,1,1982
3037,481,1,1960
5037,220,1,1986
3524,333,1,1993
5148,675,2,1982
1400,923,1,1972
2099,99,1,1985
3409,580,1,1988
4015,1403,1,1984
1054,276,2,1993
1877,537,1,1989
1251,200,1,1989
4056,643,1,1980
5153,676,1,1961
1487,129,1,1961
1168,1287,1,1991
4670,322,1,1991
2217,674,1,1960
3727,582,1,1959
1650,508,1,1957
3815,618,1,1986
574,1147,1,1956
2703,402,1,1986
1354,1088,1,1964
3745,406,2,1992
1735,642,1,1982
961,766,1,1983
2819,644,1,1953
2130,1331,1,1985
1735,87,1,1982
4056,1081,1,1980
1360,281,1,1983
13,1134,2,1986
3804,162,1,1993
1171,891,1,1990
124,1129,1,1974
1302,334,1,1989
3292,429,1,1953
4443,963,1,1982
3491,1184,1,1966
1958,1101,1,1985
992,185,1,1986
3715,364,2,1991
3737,1381,1,1960
2198,1128,1,1976
3028,346,1,1985
2147,406,1,1990
4610,196,1,1985
214,162,1,1967
1553,786,1,1982
2043,344,1,1987
1736,330,2,1980
1080,847,1,1985
3257,1039,2,1985
4377,700,1,1988
560,421,1,1970
5057,935,1,1966
1453,390,2,1989
2404,771,1,1979
636,214,1,1981
1735,1084,1,1982
159,301,1,1992
578,240,1,1986
4656,326,1,1980
451,517,1,1987
3969,181,1,1992
1239,1072,1,1991
1036,366,1,1974
1027,576,1,1990
4492,439,1,1996
4680,1387,1,1991
3240,847,1,1991
4589,296,1,1985
140,875,1,1987
196,324,1,1987
2243,607,1,1973
3568,639,2,1973
1854,370,2,1992
1696,511,1,1996
2217,1448,1,1987
2565,1956,1,1987
4050,231,1,1985
4363,584,1,1972
788,745,1,1976
1578,307,1,1994
3602,568,1,1992
621,236,1,1982
2003,201,1,1987
206,177,2,1989
1344,1035,2,1983
3240,89,1,1989
4347,285,1,1984
1301,674,2,1984
1793,552,2,1981
1815,1035,1,1986
440,443,1,1967
3939,457,1,1967
2390,876,1,1980
5009,768,1,1990
1943,238,2,1990
1027,420,1,1990
446,704,2,1993
2121,1110,1,1989
886,150,1,1986
1349,384,1,1957
2054,321,1,1984
3738,1484,1,1989
3775,436,1,1987
1828,1254,1,1993
3962,500,1,1988
827,206,1,1990
1671,323,1,1987
3240,271,1,1992
584,389,1,1984
5138,379,1,1990
3887,409,1,1990
2480,621,1,1991
2745,294,1,1990
4039,878,1,1985
4124,959,1,1958
1021,294,1,1986
574,369,2,1983
451,1395,1,1987
4546,264,1,1969
215,121,1,1988
180,1321,1,1987
2400,811,1,1988
1422,86,1,1979
1508,1223,1,1991
4089,247,1,1984
4186,583,1,1982
1222,728,1,1969
3151,338,1,1971
6,189,1,1994
5061,583,2,1989
3542,406,1,1993
4317,592,2,1991
1347,1126,2,1974
530,578,2,1961
2103,1198,1,1961
2741,305,1,1974
1288,340,2,1966
990,617,2,1977
4446,489,1,1979
3569,1589,2,1976
2693,463,1,1985
5035,1763,1,1981
1996,589,1,1991
1075,285,2,1989
1329,290,1,1989
1736,1346,1,1988
4742,113,1,1988
2128,263,2,1976
2568,350,1,1978
3454,405,1,1991
4407,684,2,1983
1330,1600,1,1967
2381,948,2,1985
5151,404,1,1996
3103,1177,1,1986
2055,1446,1,1993
465,426,1,1986
4133,342,1,1986
2243,369,1,1991
4029,263,1,1989
2884,935,1,1994
3989,923,1,1968
2441,1123,1,1953
3328,572,1,1990
793,481,1,1987
50,1112,1,1985
1333,255,1,1988
1461,425,1,1992
4585,346,1,1989
446,288,1,1969
4392,1205,1,1986
4540,698,1,1985
2614,1214,2,1984
1638,697,1,1986
5359,151,1,1989
2507,141,2,1989
327,782,1,1977
2483,559,1,1960
3709,455,1,1990
4060,577,1,1984
50,384,1,1985
48,762,2,1988
1251,319,1,1980
3407,667,1,1971
4063,548,1,1982
4443,246,1,1984
419,1131,1,1980
4634,653,1,1992
3394,820,1,1987
4606,339,2,1991
3447,594,1,1987
589,272,1,1976
428,1078,1,1991
4580,396,1,1968
648,977,1,1990
3896,239,1,1987
1995,338,2,1989
3045,416,1,1986
1510,319,1,1986
3088,199,2,1985
5137,404,1,1981
526,259,2,1977
3989,779,1,1968
5040,542,1,1984
2132,1502,1,1982
2441,769,1,1953
1996,1088,1,1991
1354,1053,2,1989
2748,277,1,1990
4724,1249,2,1987
2920,212,1,1987
2140,683,1,1988
1793,838,2,1981
2308,507,1,1988
2859,437,1,1984
1963,537,1,1982
3911,601,1,1993
152,585,1,1993
2952,460,1,1975
5075,1152,1,1987
3895,1154,2,1987
2986,371,2,1989
2750,804,1,1992
5244,351,1,1993
598,654,1,1986
4656,527,1,1982
2614,748,2,1984
4392,764,1,1986
4309,971,2,1987
140,667,1,1988
30,529,1,1991
1257,937,1,1966
5163,1083,2,1989
4239,1058,1,1990
4636,531,1,1987
1437,579,1,1984
3196,296,1,1982
2431,208,1,1982
3246,536,1,1978
1294,1049,1,1981
3113,999,1,1969
2423,698,2,1973
3961,341,1,1981
1041,486,1,1976
5148,123,1,1984
419,905,1,1980
2549,216,1,1988
2392,523,2,1992
1801,414,1,1986
4656,191,1,1987
3895,608,2,1987
525,301,1,1984
5338,281,2,1984
3845,345,2,1963
5075,628,1,1987
3754,916,1,1989
484,416,2,1983
1917,438,1,1980
2200,548,1,1987
2538,418,1,1986
1885,263,2,1967
3317,569,2,1955
1983,269,1,1990
2599,385,1,1989
4626,1065,1,1988
27,164,1,1986
4386,1424,1,1990
2003,585,1,1988
2663,119,2,1993
390,729,1,1994
1996,1095,1,1991
5355,1104,1,1993
2549,163,1,1987
434,335,1,1992
140,779,1,1988
70,519,1,1992
3928,1068,1,1979
3590,820,2,1990
1487,251,1,1961
4589,260,1,1986
3995,997,1,1991
2765,196,1,1958
1943,544,1,1994
346,752,1,1987
1170,492,1,1985
2936,692,1,1993
4717,544,1,1988
2750,677,1,1992
3180,1459,1,1956
2198,522,1,1972
4352,1469,1,1980
3669,373,1,1994
4421,769,2,1992
5319,768,1,1991
2132,1358,1,1982
1233,181,1,1990
3523,564,1,1981
3709,1060,1,1951
2784,147,1,1975
3656,1346,1,1984
1519,350,1,1978
1887,596,1,1991
440,871,1,1989
1921,326,1,1979
4022,207,2,1981
5295,2536,1,1994
83,1500,2,1984
